제목,본문,목표가,투자의견,작성일,증권사
본 게임은 이제부터,"25년 1월: 주요 국가 명절 시점 차이에도 선방
오리온의 1월 주요 법인 합산 실적은 매출액 3,180억원(-1.4% YoY), 영업이익 568억원(-8.5% YoY, OPM 17.9%)을 기록했다. 각 법인별 매출액 성장률은 한국 +1% YoY, 중국 -11%(현지 화폐 기준 -18%), 베트남 +13%(+6%), 러시아 +36%(+43%)를 기록했다. 중국 법인 명절 시점 차이 영향과 코코아, 유지류 등 주요 원재료 단가 인상으로 전 법인 제조원가 부담이 상승하며 수익성은 하락했다. 한국은 회계기준 변경 및 경기 침체, 경쟁 심화 영향으로 성장률이 둔화됐다. 중국은 매출 감소가 있었으나 성장하는 간식점 채널 전용 제품으로 관련 채널 매출은 +50% YoY 성장했다. 베트남 역시 명절 시점 차이에도 실속형 SKU 확대, 러시아는 주요 거래처 행사 및 수출 증가로 외형 성장을 이어갔다.","150,000",매수,25.02.26,DS투자증권
4Q24 Re: 이제 미국에서 콜마 매력 보여주기 ..,"4Q24 Re: 이제 미국에서 콜마 매력 보여주기
4분기 연결 매출액 및 영업이익 각각 5,905억원(YoY 7%), 368억원(YoY -1%) 시현하며 시장기대치(505억원) -27% 하회. 시장기대치 대비 -136억원 하회는 교보추정치 대비 연결 자회사 실적 하회(HK이노엔 50억원, 연우 35억원 하회), 일회성비용 인센티브 60억원, 제품 보증 충당금 18억원 반영 기인. 1)한국 매출은 2,413억원(YoY 13%), 영업이익 181억원(YoY -2%) 시현. 상위 레거시 브랜드 부진에도, 수출 중심 고객사 선전으로 상쇄. 카테고리별 비중은 선제품 18%, 스킨케어 55%, 메이크업 19%. 가동률은 71% 수준임. 선제품은 비수기에도 수출 브랜드 중심 수요 확대로 YoY 187% 증가. 패드 고객사향/글로벌 브랜드향 매출도 긍정적. 2) 중국 무석 매출은 YoY -8%, 영업이익 -15억원(YoY 적전) 시현. 전체 고객사 수 증가되었지만, 전반적인 영업 둔화 및 믹스 악화 요인으로 적자 전환. 1분기는 선케어 중심 매출 확대되며 흑자 전환 가능할 듯.  3) 북미 YoY 49% 시현. 미국 매출 200억원(YoY 76%), 영업이익 12억원(YoY 흑전) 시현. 1공장 이익 33억원(24년 누계 38억원), 기술영업센터 비용 21억원 반영되어 흑자전환 성공 고무적. 연말 성수기 효과로 최대 고객사 호조 증가하는 가운데, 그 외 신규 고객사들 매출 기여도 긍정적이었음. 미국 제2공장은 3월부터 가동할 예정임. 현재 확보한 고객사는 100곳으로 확인되며(1공장은 30개), 올해 100억원 매출 기여 목표. 미국 2공장 가동으로 중장기적으로 미국 시장 확대에 대한 적극적 의지를 보여줌. 캐나다 매출은 YoY -5%. 글로벌 고객사 불황 지속 영향. 4) 연우는 매출 YoY Flat, 영업적자 -10억원.","110,000",Buy,25.02.26,교보증권
승리의 여신은 우리에게,"목표주가 9만원, 투자의견 BUY 커버리지 개시
목표주가는 2025년 예상 순이익 2,079억원에 P/E 멀티플 25.3배를 적용하여 산정함. 동사가 보유한 글로벌 IP 게임이 이미 모바일, 콘솔, PC 플랫폼에서 안정적인 매출을 발생하고 있는 가운데, 그 중 하나인 ‘승리의 여신: 니케’ (이하 ‘니케’)가 2025년 2분기 중국 진출을 앞두고 있어, 2025년 큰 폭의 실적 개선이 기대됨.","90,000",Buy,25.02.26,유안타증권
국내 호조 + 북미 강세,"4Q24 Review: 국내 호조 + 북미 강세
한국콜마의 4분기 실적은 연결 매출 5.9천억원(YoY+7%), 영업이익 368억원(YoY-2%, 영업이익률 6%) 기록하며 컨센서스 대비 매출은 부합했으나, 영업이익은 하회했다. 하회의 요인은 ①기대를 하회한 자회사 손익(HK이노엔 30억원/연우 30억원/중국 15억원 하회), ②국내 호실적에 따른 인센티브 추가 반영(25억원), ③제품 보증 관련 충당금 반영(18억원) 등에 기인한다. 여러 요인으로 인해 수익성이 다소 아쉬웠으나, 수출 주도 브랜드로의 견조한 영업 환경과 매 분기 성장해 나가는 북미 성과가 돋보였다. 영업 외적으로도 일회성 요인이 존재했는데 ①관계기업 처분 이익(128억원, 라카 지분 매각), ②종속기업 손상 차손 환입(317억원, 중국 손상 반영 환입), ③종속기업 손상차손 반영(205억원, 캐나다 40억원/미국 95억원/석오캐나다 70억원) 등이다.","98,000",Buy,25.02.26,하나증권
4Q24Re: 비용 증가로 컨센서스 하회,"4Q24Re: 비용 증가하며 아쉬운 실적
연결 기준 매출액 1조 636억원(+178.0%YoY, 이하 YoY 생략), 영업이익 1,964억원(+967.4%, OPM 18.5%)로 영업 이익은 컨센서스를 하회. 3공장 상업 생산이 시작되며 관련 인건비, 준비 비용 등 운영 비용 증가와 일부 1회성 비용 등의 영향. 4Q24 제품 원가율은 49% 수준으로 3공장 가동 시작에 따른 영향을 제외할 경우 45% 수준으로 하락. 25년부터는 허쥬마 시밀러의 상각 비용이 반영되지 않으며, 램시마 관련 상각 비용도 25년말부터는 반영되지 않으면서 원가율 개선에 기여할 것으로 전망. 램시마IV, 트룩시마 등 기존 제품들이 견조한 점유율 증가를 이어가는 동시에 램시마SC(유럽), 베그젤마, 유플라이마 등 신규 제품 매출 비중도 커지고 있어 25년 이익율 개선될 것으로 판단. 짐펜트라(미국)의 4Q24 매출은 약 280억원 수준으로 아쉬운 매출을 기록. 이는 미국 내에서 동사와 짐펜트라에 대한 낮은 브랜드 인지도 영향 및 미국 내 판매 채널 확대 과정에 있기 때문으로 판단. 24년 말부터 본격적으로 광고를 시작했으며 SC 제형의 높은 편의성 등을 고려할 때 25년에는 개선된 매출 기대.","240,000",Buy,25.02.26,유안타증권
꽃시절의 시작(화양연화 again),"4Q24 Review: OP 기준 컨센서스 21% 하회
동사는 ‘24년 4분기 연결 기준 매출액 7,253억원, 영업이익 653억원을 기록하며 시장 기대치(OP 831억원)를 큰 폭 하회했다. 당사 추정치(OP 800억원)와도 크게 차이가 났다. 당초 기대치를 하회한 이익을 기록한 것은 다소 증가한 원가 및 인건비/수수료/기타판관비 등에서 이유를 찾을 수 있었다. 아티스트 활동이 집중됐던 4분기였던만큼 음반 및 음원, 공연 등의 직접 매출뿐만 아니라 공연 확대에 따라 MD 관련 매출도 큰 폭 성장한 것을 확인할 수 있었다. 다만 어닝 쇼크를 야기한 비용의 경우 1) 앞선 3개 분기 저조한 실적을 기록한 탓에 4분기 인건비 지급이 다소 몰린 점, 2) 저연차 아티스트 공연 확대에 따른 원가율 하락(투자성 경비), 3) 일부 법무 관련 비용 지출 등으로 추정된다.","320,000",Buy,25.02.26,한화투자증권
4Q24RE: 올해를 보수적으로 봐도,"4Q24 Review: 매출액 컨센서스 부합, 영업이익은 하회
동사는 4Q24 연결기준 매출액 1조 636억원(YoY+178.0%, QoQ+20.6%), 영업이익 1,964억원(QoQ-5.4%, OPM 18.5%)을 기록, 컨센서스 매출액(1조 493억원)에 부합, 영업이익(2,349억원)은 하회하는 실적을 거두었다. 매출원가에 반영된 일회성 요인(CDMO 생산에 따른 PCO 증가, 3공장 초기 가동 제반비용 등)으로 원가율 목표치를 달성하지는 못했으며(48.9%, QoQ+1.4%p), 4분기에 집중적으로 반영된 프랑스 정부向 비용 등 판관비 단에서도 일회성 요인들이 발생하며 OPM의 하락으로 이어졌다.","250,000",Buy,25.02.27,iM증권
3월 전략 - 그래도 주가는 오를 것입니다,"매수 의견/12개월 목표가 7만원 유지, 주가 상승 흐름은 유지될 전망
SKT에 대한 투자의견 매수, 12개월 목표가 7만원을 유지한다. 추천 사유는 1) 2025년 1분기 실적이 양호할 전망이고, 2) 2024년에 이어 2025년도에도 영업이익 성장을 지속할 것으로 예상되며, 3) 규제 환경이 양호하고, 4) 올해 기대배당수익률이 6.1%로 시장 금리 대비 월등히 높고 2026년 이후 재차 탑라인 성장 기대감이 높아질 수 있음을 감안하면 매력적인 수준이기 때문이다. 물론 SKT의 경우 2024년과 달리 2025년도에는 경쟁사대비 탁월한 실적 흐름을 나타내진 못할 것이다. 더불어 투자가들의 기대에 부응한 주주이익환원 규모를 발표하기도 힘들어 보인다. 하지만 2025년도에도 SKT는 장기 우상향 주가 기조가 지속될 전망이다. 통신서비스 업종 주가 흐름이 양호한 추세를 지속할 것으로 예상되기 때문이다.","70,000",Buy,25.02.27,하나증권
올랐지만 안올랐습니다,"4Q24 Review: 자회사의 놀라운 성장과 자체사업 개선
4Q24 연결 매출액은 18.0조원(+24.3% YoY), 영업이익은 1.1조원(+385.5% YoY, OPM 6.3%)을 기록했다. 자회사의 실적 서프라이즈와 건설부문의 흑자전환이 성장을 견인했다. 한화에어로스페이스는 국내외 실적 고성장으로 큰 폭의 이익 서프라이즈를 기록했다. 한화솔루션은 일회성 이익(울산 사택부지 매각이익)이 성장을 견인했다. 별도 매출액은 1.4조원(-27.6% YoY), 영업이익은 832억원(+516.8% YoY)을 기록했다. 건설부문의 플랜트사업 양도, 대형 프로젝트 준공에 따른 기저효과와 글로벌 부문의 석유화학 트레이딩 판매 감소로 매출은 감소했으나 건설부문에서 이라크 BNCP 사업 변경계약에 따른 도급액 증가로 원가율이 감소하고 글로벌부문의 산업용화약 마진 개선으로 이익이 큰 폭으로 개선됐다.","63,000",Buy,25.02.27,유안타증권
"다시 볼 이유: 싸고, 실적 좋고, 촉매 있고","1분기 실적 호조 전망 + 애플과 관련된 긍정적 이벤트들
2025년과 2026년의 영업이익 추정치를 각각 +11%, +10% 조정하고 목표주가를 기존 20.5만원에서 22.5만원으로 +10% 상향한다. 지난 10년 간 연 저점 P/B의 평균을 10% 할인한 0.9배를 목표로 한다 (vs. 기존 0.8배 목표). 그동안 동사에 대해 장기적 관점의 신중한 접근을 견지했으나, 최소 6월까지 긍정적인 주가 흐름을 기대할 수 있을 것으로 판단한다. 1분기 실적은 컨센서스를 상회할 전망이며, 당분간 Apple과 관련된 긍정적인 이벤트도 많기 때문이다. 이는 과도한 할인을 해소할 촉매인 것으로 판단하며, 현 주가는 위험 대비 보상이 크다.
① 워스트 시나리오를 반영한 주가: 동사 2025년 연간 영업이익 컨센서스는 2024년 연초 대비 무려 -40% 하향 조정되었다 [그림4]. 지난해 하반기 이후 부각된 카메라 공급망 내 경쟁 심화와 판가 인하 압력 때문이다. 밸류에이션은 12MF P/B 0.7배로 10년 평균 P/B 대비 -2SD에 닿았고, 12MF P/E는 8.0배로 10년 평균인 10.4배 대비 -23% 할인 받고 있다 [그림5, 6]. 지금 주가는 워스트 시나리오를 반영하고 있는 듯하다. 악재에 둔감하고 호재에 민감할 수 있다.
② 너무 낮아진 기대는 오히려 기회: 1분기 실적은 매출 4.6조원 (+7% YoY, -30% QoQ), 영업이익 1,143억원 (-35% YoY, 영업이익률 2.5%)으로 전망된다. 기존 당사 추정치 대비 매출과 영업이익을 각각 +5%, +62% 상향한 것이며, 컨센서스 영업이익 880억원을 +30% 상회하는 것이다. iPhone 수요는 절대적으로 부진하나, 낮아진 기대치 대비로는 선전하고 있다. 특히 iPhone 16 시리즈 중 Pro/Pro Max 모델의 판매 비중이 전년 대비 +4%p 개선된 68%에 육박하는 것으로 파악된다. 이는 동사 카메라모듈 Blended ASP에 긍정적이다. 기판소재도 디스플레이 부품군 중심으로 개선되고 있다. 이구환신과 관세 부과에 대비한 비축 수요 덕분이다.
③ 6월까지 이어질 Apple의 시간: 지난 1월부터 오는 6월까지 Apple과 관련된 긍정적인 이벤트들이 많다 [2/20 보고서 링크]. 1월 DeepSeek 이후 다시 On device AI가 부각되었으며, 디바이스 생태계의 정점인 Apple에 대한 관심도 높아졌다. 2월 iPhone 16e가 출시되었고, Alibaba와의 AI 협업 소식도 있었다. 특히 Qwen과 Apple Intelligence의 통합은 중국 시장에서의 iPhone 경쟁력 훼손 우려를 완화할 전망이다. 4월 Apple Intelligence 글로벌 언어 지원이 예정되어 있다 [그림7]. 팀 쿡 CEO는 Apple Intelligence 사용이 원활한 영미권의 iPhone 수요가 견고함을 언급한 바 있는데, 이 같은 관점에서 글로벌 언어 지원은 유의미한 수요 변곡점일 수 있다. 6월 WWDC를 통해 차기 AI 전략을 확인할 수 있을 전망이다. 지난해 WWDC 전후로 iPhone 판매량 컨센서스가 상향조정되었던 바 있다 [그림8]. 2026년 이후를 바라보면 본업의 경쟁력 회복과 모바일 외 사업의 성장을 기대할 수 있겠다. ‘26년 신모델에는 메인 카메라의 기능적 변화가 수반되어 판가와 점유율 회복이 전망되며, FC-BGA 사업의 본궤도 진입과 유리기판 시제품 양산, 고부가 통신 모듈을 중심으로 한 전장부품 사업의 수익성 개선 등을 기대한다(전장부품 신규수주 ‘22년 3.0조원 → ‘23년 3.3조원 → ‘24년 3.9조원).","225,000",Buy,25.02.27,iM증권
3월 전략 - KT가 통신업종 시총 1등이 될 것 ..,"매수/목표가 7만원으로 상향, 통신서비스 업종 12개월/3월 Top Pick 제시
KT에 대한 투자의견 매수를 유지하며, 통신 서비스 업종 12개월 Top Pick 및 3월 Top Pick으로 제시한다. 추천 사유는 1) 조직 개편 효과, 아파트 분양 이익 발생으로 2025년 1분기에 분기 최대 실적 달성이 예상되고, 2) 일회성 손익 제거 기준 본사 순이익 급증으로 2025년 DPS가 전년대비 40% 성장할 것이며, 3) 자사주 매입 소각 2,500억원이 진행 중임을 감안하면 올해 주주이익환원 규모가 9,500억원에 달해 주주 환원 수익률이 7.9%로 높게 나타나고 있기 때문이다. 아마도 2025년 5월 1분기 배당금 발표를 계기로 2025년 높은 KT 배당금 증가에 대한 투자가들의 확신이 높아질 것이다. 이에 따른 주가 상승이 순차적으로 이루어질 전망이라 KT 매수에 보다 적극적으로 임할 것을 권한다. 한편 본 자료를 통해 KT 12개월 목표주가를 70,000원으로 이전 대비 17% 상향 조정한다. 2025년 KT 주주이익환원 규모가 9,500억원에 달할 것이란 확신이 커졌기 때문이다. 목표가 7만원은 2025년 주주이익환원 수익률 5.4%를 적용한 것인데 2026년 이후 새로운 매출 성장 기대감이 높아질 수 있을 것임을 감안하면 충분히 달성 가능한 수치라는 판단이다.","70,000",Buy,25.02.27,하나증권
